Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Square Footage,Square Footage Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Phone,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
"SportimeNY: Tennis, Fitness, Sports, Summer Camp, Basketball, Hockey, Volleyball, Kids Parties, Gym and More",https://sportimeny.com/,,NJ,Racquet / Tennis Club,pickleball; tennis; basketball; volleyball; squash; padel,Indoor and outdoor,20,"4, 2024 ... The 50,000 square foot SPORTIME Pickleball location in Wayne, NJ will include 20 indoor courts and is located in the busiest shopping district ... With our “games approach”, SPORTIME s",50000,"passionate about the games they learn, play and teach. Featuring ... Feb 14, 2024 ... The 50,000 square foot SPORTIME Pickleball location in Wayne, NJ will include 20 indoor courts and is located in",John,McEnroe,Founder,(631) 269-1055,,,john@sportimeny.com,john.mcenroe@sportimeny.com,johnmcenroe@sportimeny.com,jmcenroe@sportimeny.com,j.mcenroe@sportimeny.com,johnm@sportimeny.com,sportimeny.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: mention. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://sportimeny.com/ | https://sportimeny.com/explore/courts | https://sportimeny.com/explore/membership | https://sportimeny.com/about | https://sportimeny.com/contact | https://sportimeny.com/content/membership,Playwright,https://sportimeny.com,https://sportimeny.com/,
Sports Facility Construction Company,https://allsportsinc.com/,,NJ,Fieldhouse,tennis; basketball; volleyball,Indoor and outdoor,,,,,Norm,Gill,President,(800) 524-1158,,,norm@allsportsinc.com,norm.gill@allsportsinc.com,normgill@allsportsinc.com,ngill@allsportsinc.com,n.gill@allsportsinc.com,normg@allsportsinc.com,allsportsinc.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: mention. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://allsportsinc.com/ | https://allsportsinc.com/sports-construction-company | https://allsportsinc.com/sports-construction-company/sports-facility-construction-contractor | https://allsportsinc.com/indoor-sports-facility-construction | https://allsportsinc.com/turf-flooring-for-gyms | http://allsportsinc.com/sports-complex-construction | https://allsportsinc.com/indoor-artificial-turf-installation/multi-sport-indoor-facility,Playwright,https://allsportsinc.com,https://allsportsinc.com/,
Spring Brook Country Club,https://springbrookcc.net/,Morristown,NJ,Country Club,pickleball; tennis,Indoor and outdoor,6,"on. Our Racquets Facility Our Racquets Facility features a new two-level Hut and provides six tennis courts, four all weather paddle courts and six pickleball courts where members enjoy a full line",28000,"lfway house further enhance the golf experience for its members. Our Clubhouse The Club's 28,000 square foot clubhouse sits perched on top of a hill, offering breathtaking views of the golf course a",,,,(973) 539-6660,,,,,,,,,springbrookcc.net,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://springbrookcc.net/ | https://springbrookcc.net/About_Us | https://springbrookcc.net/About_Us/Guest_Information | https://springbrookcc.net/About_Us/History | https://springbrookcc.net/Membership,Playwright,https://springbrookcc.net,https://springbrookcc.net/,
Strand Tennis Center,https://strandtc.com/,Chatham,NJ,Racquet / Tennis Club,pickleball; tennis,Indoor and outdoor,,,,,Steven,Capo,Owner,(973) 507-9412,,,steven@strandtc.com,steven.capo@strandtc.com,stevencapo@strandtc.com,scapo@strandtc.com,s.capo@strandtc.com,stevenc@strandtc.com,strandtc.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://strandtc.com/ | https://strandtc.com/about-us | https://strandtc.com/contact | https://strandtc.com/our-staff | https://strandtc.com/our-tennis-programs | https://strandtc.com/private-tennis-court-rentals | https://strandtc.com/our-pickleball-program,Playwright,https://strandtc.com,https://strandtc.com/,
SUMMIT AREA YMCA,https://www.thesay.org/,Summit,NJ,YMCA / JCC,pickleball; tennis; basketball; volleyball; badminton,Indoor and outdoor,,,,,,,,(908) 273-3330,,,,,,,,,thesay.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thesay.org/ | https://www.thesay.org/membership/ | https://www.thesay.org/membership/fa/ | https://www.thesay.org/membership/guest/ | https://www.thesay.org/membership/policies/ | https://www.thesay.org/membership/special-offers/ | https://www.thesay.org/membership/change/,Playwright,https://thesay.org,https://www.thesay.org/,
Super Duper Tennis New Jersey,https://newjersey.superdupertennis.com/,Jersey City,NJ,Racquet / Tennis Club,tennis,Indoor and outdoor,,,,,,,,(908) 910-4894,,,,,,,,,newjersey.superdupertennis.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://newjersey.superdupertennis.com/,Playwright,https://newjersey.superdupertennis.com,https://newjersey.superdupertennis.com/,
Superbase,https://superbase.games/,Jersey City,NJ,School,basketball; volleyball,Indoor and outdoor,,,,,,,,(551) 225-9438,camps@superbase.games,,,,,,,,superbase.games,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://superbase.games/ | https://superbase.games/OpenHouse | https://superbase.games/BookingEngine | https://superbase.games/PartyBooking | https://superbase.games/Memberships | https://superbase.games/about | https://superbase.games/JCUnitedHome,Playwright,https://superbase.games,https://superbase.games/,
Superdome Sports Fair Lawn,https://www.superdomesportsfairlawn.com/,Fair Lawn,NJ,Unknown,tennis; basketball; futsal; handball,Indoor and outdoor,,,,,,,,(201) 796-8000,,inquiries@superdomesportsfairlawn.com,,,,,,,superdomesportsfairlawn.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.superdomesportsfairlawn.com/ | https://www.superdomesportsfairlawn.com/classes-clinics-overview | https://www.superdomesportsfairlawn.com/field-court-rentals | https://www.superdomesportsfairlawn.com/contact | https://www.superdomesportsfairlawn.com/overview,Playwright,https://superdomesportsfairlawn.com,https://www.superdomesportsfairlawn.com/,
Team Eisenberg,https://anateisenberg.com/,Tenafly,NJ,Unknown,pickleball,Indoor and outdoor,1,"RTS IN OUR NEIGHBORHOODS THE BEST PICKLEBALL COURTS IN OUR NEIGHBORHOODS Jul 14, 2023 ... 1 court. Fort Lee · William Birch Park 500 Stillwell Ave, Fort Lee, NJ 07024 1 outdoor court. Haw",,,,,,(201) 341-4765,,,,,,,,,anateisenberg.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://anateisenberg.com/ | https://anateisenberg.com/realtors-team/ | https://anateisenberg.com/my-team/recommendations/,Playwright,https://anateisenberg.com,https://anateisenberg.com/,
Team85,https://team85fitnessandwellness.com/,Bordentown,NJ,Fieldhouse,pickleball; basketball; volleyball; badminton,Indoor and outdoor,2,"d activities. It's your one-stop destination for sporting excellence and endless fun. Our two basketball courts provide ample space for basketball enthusiasts to play, practice, and compete at the high",12018,"ies, expert coaching, recreation, recovery, and community – all on one incredible campus. 12,018 + Square Feet 9 + Group Fitness Classes Weekly 2 Specialized Fitness Studios Indoor Pool Aquatics & Swi",,,,(609) 298-8585,fieldhouse@team85fitnessandwellness.com,info@team85fitnessandwellness.com,,,,,,,team85fitnessandwellness.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://team85fitnessandwellness.com/ | https://team85fitnessandwellness.com/about/ | https://team85fitnessandwellness.com/indoor-sports-courts-bordentown-nj/ | https://team85fitnessandwellness.com/rentals/ | https://team85fitnessandwellness.com/full-sized-basketball-courts/ | https://team85fitnessandwellness.com/contact-us/,Playwright,https://team85fitnessandwellness.com,https://team85fitnessandwellness.com/,
The Atlantic Club Home Page,https://www.theatlanticclub.com/Club/Scripts/Home/home.asp,Manasquan,NJ,School,pickleball; tennis; basketball; racquetball,Indoor and outdoor,13,"e nestled on 44 acres and include a world-class fitness center, indoor and outdoor pools, 13 tennis courts, 12 indoor pickleball courts, racquetball courts, paddle courts, basketball courts, turf",,,KYLE,LISCO,Director of Tennis,(732) 223-2100,kylel@theatlanticclub.com,,,,,,,,theatlanticclub.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.theatlanticclub.com/Club/Scripts/Home/home.asp | https://www.theatlanticclub.com/club/scripts/section/section.asp | https://www.theatlanticclub.com/club/scripts/clubpers/view_clubpers_list.asp,Playwright,https://theatlanticclub.com,https://www.theatlanticclub.com/Club/Scripts/Home/home.asp,
The Club at Monroe,https://theclubnj.com/,Monroe Township,NJ,Indoor Sports Complex,pickleball; padel,Indoor and outdoor,10,"at least 5 days a week. The facility is very clean and aesthetically pleasing. There are 10 courts which allow for a lot of options such as coach play, leagues, skills training and court r",,,,,,(732) 400-1755,,info@theclubnj.com,,,,,,,theclubnj.com,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://theclubnj.com/ | https://theclubnj.com/about/ | https://theclubnj.com/pickleball/membership-pricing/ | https://theclubnj.com/pickleball/programs/ | https://theclubnj.com/pickleball/programs/open-play/ | https://theclubnj.com/pickleball/programs/juniors/ | https://theclubnj.com/pickleball/programs/clinics/,Playwright,https://theclubnj.com,https://theclubnj.com/,
The Club at Woodbridge Health & Fitness Center,https://theclub.org/,Woodbridge,NJ,School,pickleball; basketball; volleyball; badminton; racquetball,Indoor and outdoor,,,21000,"one welcoming place. Everything You Need Under One Roof A Premier Fitness Experience Our 21,000-square-foot fitness center is designed to help you reach your goals at every stage of your fitness jo",,,,(732) 634-5000,,info@theclub.org,,,,,,,theclub.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://theclub.org/ | https://theclub.org/about-us/ | https://theclub.org/membership/ | https://theclub.org/contact-us/ | https://theclub.org/kidsports-academy/kidsports-academy-old/about-us/ | https://theclub.org/kidsports-academy/kidsports-academy-old/kidsports-academy-programs/full-day-preschool/,Playwright,https://theclub.org,https://theclub.org/,
The Connection - Fitness + Enrichment + Recreation... Simply the best!,https://www.theconnectionnj.org/,Summit,NJ,School,pickleball; tennis; badminton,Indoor and outdoor,,,,,Chris,Bonner,Executive Director,(908) 273-4242,chris.bonner@theconnectionnj.org,info@theconnectiononline.org,,,,,,,theconnectionnj.org,Indoor and Outdoor,Both indoor and outdoor court language found on site. NJ location evidence: address. No court count stated by a reliable source; left blank. No square footage stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.theconnectionnj.org/ | https://www.theconnectionnj.org/category/who-we-are/ | https://www.theconnectionnj.org/board-a-staff/ | https://www.theconnectionnj.org/contact-infodirections/ | https://www.theconnectionnj.org/category/membership/ | https://www.theconnectionnj.org/facilities/ | https://www.theconnectionnj.org/membership-fees/,Playwright,https://theconnectionnj.org,https://www.theconnectionnj.org/,
